identifier,book_id,page_number,ground_truth_label,predicted_label,prob_advertisement,prob_cover,prob_story,prob_textstory,prob_first-page,prob_credits,prob_art,prob_text,prob_back_cover
Moonshine 002_page_27,Moonshine 002,27,story,story,0.019,0.046,0.425,0.02,0.27,0.022,0.136,0.023,0.038
Moonshine 002_page_28,Moonshine 002,28,story,first-page,0.083,0.058,0.229,0.02,0.236,0.03,0.191,0.027,0.126
Moonshine 002_page_29,Moonshine 002,29,advertisement,advertisement,0.705,0.018,0.025,0.017,0.018,0.017,0.038,0.035,0.128
Moonshine 002_page_30,Moonshine 002,30,art,advertisement,0.752,0.024,0.02,0.017,0.016,0.019,0.042,0.033,0.077
Moonshine 002_page_31,Moonshine 002,31,back_cover,back_cover,0.158,0.018,0.028,0.018,0.035,0.036,0.054,0.077,0.576
Throwaways 012_page_0,Throwaways 012,0,cover,cover,0.016,0.739,0.011,0.011,0.017,0.081,0.088,0.009,0.028
Throwaways 012_page_1,Throwaways 012,1,credits,credits,0.018,0.039,0.017,0.021,0.024,0.697,0.028,0.132,0.024
Throwaways 012_page_2,Throwaways 012,2,first-page,first-page,0.021,0.027,0.319,0.016,0.345,0.022,0.165,0.033,0.051
Throwaways 012_page_3,Throwaways 012,3,story,first-page,0.024,0.027,0.311,0.018,0.372,0.02,0.157,0.038,0.034
Throwaways 012_page_4,Throwaways 012,4,art,story,0.02,0.036,0.478,0.02,0.259,0.028,0.1,0.025,0.033
Throwaways 012_page_5,Throwaways 012,5,first-page,story,0.019,0.045,0.476,0.022,0.249,0.03,0.102,0.023,0.035
Throwaways 012_page_6,Throwaways 012,6,story,story,0.02,0.034,0.459,0.022,0.27,0.027,0.112,0.027,0.03
Throwaways 012_page_7,Throwaways 012,7,story,story,0.021,0.047,0.492,0.024,0.231,0.033,0.096,0.023,0.033
Throwaways 012_page_8,Throwaways 012,8,story,story,0.03,0.044,0.336,0.017,0.313,0.025,0.165,0.021,0.05
Throwaways 012_page_9,Throwaways 012,9,story,story,0.02,0.046,0.44,0.021,0.269,0.028,0.119,0.022,0.035
Throwaways 012_page_10,Throwaways 012,10,story,story,0.02,0.028,0.428,0.02,0.288,0.021,0.131,0.032,0.033
Throwaways 012_page_11,Throwaways 012,11,story,story,0.02,0.03,0.431,0.02,0.295,0.022,0.12,0.028,0.033
Throwaways 012_page_12,Throwaways 012,12,story,story,0.021,0.026,0.419,0.021,0.291,0.021,0.132,0.036,0.034
Throwaways 012_page_13,Throwaways 012,13,story,story,0.02,0.036,0.517,0.025,0.224,0.023,0.101,0.026,0.029
Throwaways 012_page_14,Throwaways 012,14,story,story,0.02,0.035,0.477,0.021,0.257,0.027,0.104,0.027,0.031
Throwaways 012_page_15,Throwaways 012,15,story,story,0.02,0.037,0.499,0.023,0.24,0.024,0.101,0.025,0.031
Throwaways 012_page_16,Throwaways 012,16,story,story,0.019,0.037,0.503,0.022,0.235,0.027,0.097,0.028,0.032
Throwaways 012_page_17,Throwaways 012,17,story,story,0.019,0.03,0.458,0.02,0.281,0.025,0.104,0.03,0.033
Throwaways 012_page_18,Throwaways 012,18,story,story,0.019,0.05,0.468,0.022,0.251,0.034,0.099,0.023,0.034
Throwaways 012_page_19,Throwaways 012,19,story,story,0.02,0.036,0.505,0.022,0.236,0.027,0.096,0.026,0.032
Throwaways 012_page_20,Throwaways 012,20,story,story,0.02,0.041,0.492,0.023,0.242,0.028,0.098,0.023,0.033
Throwaways 012_page_21,Throwaways 012,21,story,story,0.021,0.054,0.415,0.021,0.291,0.031,0.11,0.021,0.035
Throwaways 012_page_22,Throwaways 012,22,credits,back_cover,0.173,0.08,0.057,0.021,0.12,0.035,0.229,0.029,0.257
Throwaways 012_page_23,Throwaways 012,23,art,advertisement,0.722,0.036,0.022,0.016,0.021,0.021,0.062,0.038,0.062
Throwaways 012_page_24,Throwaways 012,24,first-page,story,0.02,0.041,0.424,0.021,0.297,0.026,0.116,0.024,0.031
Throwaways 012_page_25,Throwaways 012,25,story,story,0.019,0.058,0.475,0.024,0.231,0.034,0.103,0.024,0.033
Throwaways 012_page_26,Throwaways 012,26,story,story,0.02,0.049,0.473,0.024,0.249,0.028,0.102,0.024,0.032
Throwaways 012_page_27,Throwaways 012,27,story,story,0.021,0.027,0.404,0.019,0.305,0.021,0.138,0.031,0.033
Throwaways 012_page_28,Throwaways 012,28,advertisement,advertisement,0.706,0.031,0.022,0.018,0.019,0.031,0.056,0.051,0.065
Throwaways 012_page_29,Throwaways 012,29,first-page,advertisement,0.591,0.039,0.027,0.018,0.031,0.045,0.086,0.096,0.067
Throwaways 012_page_30,Throwaways 012,30,back_cover,advertisement,0.735,0.027,0.022,0.016,0.018,0.017,0.051,0.034,0.081
savagedragon issue190 - Unknown_page_0,savagedragon issue190 - Unknown,0,cover,cover,0.027,0.697,0.02,0.014,0.021,0.035,0.145,0.011,0.03
savagedragon issue190 - Unknown_page_1,savagedragon issue190 - Unknown,1,credits,credits,0.02,0.047,0.018,0.024,0.026,0.669,0.029,0.147,0.02
savagedragon issue190 - Unknown_page_2,savagedragon issue190 - Unknown,2,art,story,0.018,0.034,0.434,0.019,0.291,0.027,0.115,0.029,0.033
savagedragon issue190 - Unknown_page_3,savagedragon issue190 - Unknown,3,first-page,story,0.022,0.023,0.352,0.025,0.301,0.026,0.135,0.083,0.031
savagedragon issue190 - Unknown_page_4,savagedragon issue190 - Unknown,4,art,story,0.021,0.025,0.388,0.023,0.306,0.023,0.135,0.049,0.031
savagedragon issue190 - Unknown_page_5,savagedragon issue190 - Unknown,5,first-page,story,0.021,0.028,0.438,0.022,0.272,0.02,0.135,0.033,0.03
savagedragon issue190 - Unknown_page_6,savagedragon issue190 - Unknown,6,art,story,0.02,0.031,0.475,0.023,0.258,0.025,0.104,0.036,0.028
savagedragon issue190 - Unknown_page_7,savagedragon issue190 - Unknown,7,first-page,story,0.02,0.028,0.457,0.022,0.26,0.019,0.129,0.035,0.031
savagedragon issue190 - Unknown_page_8,savagedragon issue190 - Unknown,8,story,story,0.02,0.024,0.386,0.019,0.312,0.023,0.132,0.045,0.041
savagedragon issue190 - Unknown_page_9,savagedragon issue190 - Unknown,9,story,story,0.019,0.026,0.42,0.019,0.295,0.024,0.121,0.038,0.039
savagedragon issue190 - Unknown_page_10,savagedragon issue190 - Unknown,10,art,story,0.02,0.03,0.41,0.021,0.307,0.026,0.123,0.034,0.029
savagedragon issue190 - Unknown_page_11,savagedragon issue190 - Unknown,11,first-page,first-page,0.021,0.022,0.259,0.02,0.358,0.03,0.167,0.079,0.043
savagedragon issue190 - Unknown_page_12,savagedragon issue190 - Unknown,12,story,first-page,0.021,0.024,0.307,0.02,0.349,0.025,0.153,0.064,0.036
savagedragon issue190 - Unknown_page_13,savagedragon issue190 - Unknown,13,story,story,0.018,0.036,0.451,0.019,0.277,0.027,0.11,0.027,0.033
savagedragon issue190 - Unknown_page_14,savagedragon issue190 - Unknown,14,story,story,0.021,0.031,0.391,0.02,0.323,0.029,0.125,0.032,0.029
savagedragon issue190 - Unknown_page_15,savagedragon issue190 - Unknown,15,story,story,0.019,0.025,0.363,0.019,0.325,0.027,0.131,0.054,0.036
savagedragon issue190 - Unknown_page_16,savagedragon issue190 - Unknown,16,story,story,0.018,0.032,0.444,0.019,0.285,0.026,0.112,0.031,0.032
savagedragon issue190 - Unknown_page_17,savagedragon issue190 - Unknown,17,story,first-page,0.021,0.023,0.314,0.02,0.34,0.029,0.146,0.069,0.037
savagedragon issue190 - Unknown_page_18,savagedragon issue190 - Unknown,18,story,story,0.018,0.028,0.369,0.016,0.337,0.027,0.128,0.037,0.039
savagedragon issue190 - Unknown_page_19,savagedragon issue190 - Unknown,19,story,story,0.018,0.028,0.409,0.018,0.306,0.025,0.126,0.034,0.036
savagedragon issue190 - Unknown_page_20,savagedragon issue190 - Unknown,20,story,first-page,0.02,0.028,0.339,0.022,0.344,0.022,0.152,0.044,0.029
savagedragon issue190 - Unknown_page_21,savagedragon issue190 - Unknown,21,story,story,0.017,0.032,0.443,0.019,0.283,0.021,0.121,0.03,0.035
savagedragon issue190 - Unknown_page_22,savagedragon issue190 - Unknown,22,credits,text,0.042,0.017,0.028,0.028,0.052,0.037,0.033,0.744,0.02
savagedragon issue190 - Unknown_page_23,savagedragon issue190 - Unknown,23,first-page,text,0.033,0.018,0.037,0.03,0.071,0.038,0.041,0.714,0.017
savagedragon issue190 - Unknown_page_24,savagedragon issue190 - Unknown,24,story,text,0.032,0.016,0.032,0.028,0.059,0.039,0.036,0.74,0.019
savagedragon issue190 - Unknown_page_25,savagedragon issue190 - Unknown,25,story,story,0.018,0.035,0.433,0.016,0.288,0.027,0.11,0.028,0.046
savagedragon issue190 - Unknown_page_26,savagedragon issue190 - Unknown,26,story,story,0.019,0.031,0.428,0.017,0.299,0.023,0.117,0.029,0.037
savagedragon issue190 - Unknown_page_27,savagedragon issue190 - Unknown,27,story,first-page,0.021,0.025,0.329,0.019,0.351,0.031,0.132,0.057,0.035
savagedragon issue190 - Unknown_page_28,savagedragon issue190 - Unknown,28,story,story,0.019,0.024,0.357,0.017,0.34,0.022,0.139,0.04,0.041
savagedragon issue190 - Unknown_page_29,savagedragon issue190 - Unknown,29,story,story,0.02,0.024,0.358,0.021,0.332,0.024,0.142,0.047,0.032
savagedragon issue190 - Unknown_page_30,savagedragon issue190 - Unknown,30,story,story,0.022,0.022,0.36,0.02,0.322,0.022,0.143,0.049,0.039
savagedragon issue190 - Unknown_page_31,savagedragon issue190 - Unknown,31,back_cover,advertisement,0.711,0.018,0.019,0.019,0.019,0.016,0.04,0.078,0.08
DIE!namite 003_page_0,DIE!namite 003,0,cover,cover,0.166,0.343,0.034,0.018,0.045,0.031,0.278,0.025,0.06
DIE!namite 003_page_1,DIE!namite 003,1,credits,credits,0.03,0.028,0.024,0.026,0.025,0.607,0.035,0.175,0.051
DIE!namite 003_page_2,DIE!namite 003,2,first-page,story,0.019,0.05,0.441,0.021,0.264,0.042,0.1,0.026,0.038
DIE!namite 003_page_3,DIE!namite 003,3,story,story,0.019,0.036,0.435,0.019,0.295,0.032,0.099,0.03,0.034
DIE!namite 003_page_4,DIE!namite 003,4,story,story,0.019,0.034,0.485,0.02,0.256,0.026,0.099,0.03,0.032
DIE!namite 003_page_5,DIE!namite 003,5,story,story,0.019,0.033,0.438,0.018,0.294,0.024,0.112,0.026,0.036
DIE!namite 003_page_6,DIE!namite 003,6,story,story,0.018,0.043,0.467,0.02,0.259,0.027,0.106,0.024,0.036
DIE!namite 003_page_7,DIE!namite 003,7,story,story,0.019,0.04,0.415,0.019,0.308,0.028,0.111,0.024,0.036
DIE!namite 003_page_8,DIE!namite 003,8,story,story,0.017,0.031,0.463,0.019,0.274,0.022,0.108,0.029,0.037
DIE!namite 003_page_9,DIE!namite 003,9,story,story,0.019,0.062,0.493,0.025,0.213,0.033,0.098,0.024,0.033
DIE!namite 003_page_10,DIE!namite 003,10,art,story,0.018,0.034,0.518,0.023,0.229,0.024,0.094,0.031,0.03
DIE!namite 003_page_11,DIE!namite 003,11,first-page,story,0.019,0.04,0.463,0.021,0.263,0.026,0.11,0.024,0.032
DIE!namite 003_page_12,DIE!namite 003,12,story,story,0.018,0.039,0.482,0.02,0.253,0.031,0.094,0.027,0.036
DIE!namite 003_page_13,DIE!namite 003,13,story,story,0.018,0.045,0.482,0.022,0.247,0.029,0.098,0.025,0.033
DIE!namite 003_page_14,DIE!namite 003,14,story,story,0.019,0.027,0.441,0.02,0.278,0.02,0.123,0.035,0.037
DIE!namite 003_page_15,DIE!namite 003,15,story,story,0.018,0.032,0.486,0.02,0.251,0.023,0.106,0.028,0.035
DIE!namite 003_page_16,DIE!namite 003,16,story,story,0.019,0.038,0.512,0.021,0.232,0.028,0.092,0.028,0.031
DIE!namite 003_page_17,DIE!namite 003,17,story,story,0.02,0.042,0.477,0.021,0.26,0.033,0.088,0.026,0.034
DIE!namite 003_page_18,DIE!namite 003,18,story,story,0.02,0.042,0.479,0.02,0.248,0.04,0.086,0.028,0.036
DIE!namite 003_page_19,DIE!namite 003,19,story,story,0.018,0.032,0.377,0.017,0.336,0.021,0.13,0.027,0.041
DIE!namite 003_page_20,DIE!namite 003,20,story,story,0.019,0.039,0.484,0.02,0.255,0.026,0.099,0.025,0.032
DIE!namite 003_page_21,DIE!namite 003,21,story,story,0.021,0.047,0.417,0.022,0.285,0.023,0.133,0.024,0.028
DIE!namite 003_page_22,DIE!namite 003,22,advertisement,text,0.19,0.022,0.032,0.029,0.065,0.025,0.061,0.537,0.037
DIE!namite 003_page_23,DIE!namite 003,23,first-page,first-page,0.023,0.041,0.286,0.014,0.372,0.031,0.136,0.024,0.073
DIE!namite 003_page_24,DIE!namite 003,24,art,first-page,0.021,0.034,0.284,0.014,0.387,0.027,0.142,0.026,0.065
DIE!namite 003_page_25,DIE!namite 003,25,art,first-page,0.02,0.035,0.35,0.015,0.355,0.026,0.126,0.024,0.049
DIE!namite 003_page_26,DIE!namite 003,26,first-page,first-page,0.028,0.047,0.313,0.016,0.318,0.034,0.134,0.025,0.086
DIE!namite 003_page_27,DIE!namite 003,27,art,advertisement,0.402,0.196,0.031,0.018,0.033,0.025,0.195,0.029,0.071
DIE!namite 003_page_28,DIE!namite 003,28,art,advertisement,0.287,0.218,0.031,0.019,0.045,0.031,0.264,0.033,0.072
DIE!namite 003_page_29,DIE!namite 003,29,art,advertisement,0.282,0.228,0.039,0.019,0.05,0.028,0.246,0.026,0.083
DIE!namite 003_page_30,DIE!namite 003,30,first-page,advertisement,0.694,0.016,0.022,0.016,0.02,0.016,0.042,0.054,0.119
DIE!namite 003_page_31,DIE!namite 003,31,advertisement,advertisement,0.604,0.014,0.025,0.017,0.022,0.019,0.042,0.065,0.192
DIE!namite 003_page_32,DIE!namite 003,32,back_cover,advertisement,0.56,0.015,0.027,0.02,0.02,0.022,0.037,0.062,0.238
Anne Steelyard - The Garden of Emptiness 003_page_0,Anne Steelyard - The Garden of Emptiness 003,0,cover,art,0.248,0.246,0.04,0.021,0.059,0.032,0.255,0.027,0.073
Anne Steelyard - The Garden of Emptiness 003_page_1,Anne Steelyard - The Garden of Emptiness 003,1,cover,cover,0.18,0.381,0.037,0.019,0.045,0.031,0.226,0.02,0.062
Anne Steelyard - The Garden of Emptiness 003_page_2,Anne Steelyard - The Garden of Emptiness 003,2,credits,credits,0.079,0.038,0.024,0.029,0.032,0.465,0.053,0.223,0.058
Anne Steelyard - The Garden of Emptiness 003_page_3,Anne Steelyard - The Garden of Emptiness 003,3,credits,credits,0.021,0.031,0.024,0.024,0.053,0.451,0.043,0.321,0.031
Anne Steelyard - The Garden of Emptiness 003_page_4,Anne Steelyard - The Garden of Emptiness 003,4,credits,text,0.028,0.024,0.023,0.028,0.048,0.32,0.04,0.454,0.035
Anne Steelyard - The Garden of Emptiness 003_page_5,Anne Steelyard - The Garden of Emptiness 003,5,first-page,text,0.032,0.015,0.027,0.025,0.055,0.047,0.038,0.741,0.02
Anne Steelyard - The Garden of Emptiness 003_page_6,Anne Steelyard - The Garden of Emptiness 003,6,story,first-page,0.023,0.028,0.252,0.023,0.367,0.038,0.147,0.093,0.029
Anne Steelyard - The Garden of Emptiness 003_page_7,Anne Steelyard - The Garden of Emptiness 003,7,story,story,0.022,0.025,0.335,0.024,0.309,0.028,0.132,0.092,0.033
Anne Steelyard - The Garden of Emptiness 003_page_8,Anne Steelyard - The Garden of Emptiness 003,8,story,first-page,0.024,0.023,0.278,0.024,0.328,0.026,0.155,0.106,0.037
Anne Steelyard - The Garden of Emptiness 003_page_9,Anne Steelyard - The Garden of Emptiness 003,9,story,story,0.018,0.036,0.43,0.018,0.289,0.026,0.122,0.028,0.033
Anne Steelyard - The Garden of Emptiness 003_page_10,Anne Steelyard - The Garden of Emptiness 003,10,story,story,0.019,0.028,0.407,0.021,0.288,0.029,0.115,0.059,0.034
Anne Steelyard - The Garden of Emptiness 003_page_11,Anne Steelyard - The Garden of Emptiness 003,11,art,story,0.021,0.027,0.368,0.023,0.305,0.024,0.138,0.064,0.032
Anne Steelyard - The Garden of Emptiness 003_page_12,Anne Steelyard - The Garden of Emptiness 003,12,first-page,story,0.018,0.031,0.44,0.019,0.285,0.023,0.116,0.034,0.032
Anne Steelyard - The Garden of Emptiness 003_page_13,Anne Steelyard - The Garden of Emptiness 003,13,story,story,0.017,0.028,0.411,0.019,0.301,0.022,0.127,0.04,0.035
Anne Steelyard - The Garden of Emptiness 003_page_14,Anne Steelyard - The Garden of Emptiness 003,14,story,story,0.02,0.023,0.34,0.022,0.311,0.025,0.142,0.077,0.04
Anne Steelyard - The Garden of Emptiness 003_page_15,Anne Steelyard - The Garden of Emptiness 003,15,story,story,0.018,0.026,0.382,0.022,0.294,0.023,0.137,0.061,0.037
Anne Steelyard - The Garden of Emptiness 003_page_16,Anne Steelyard - The Garden of Emptiness 003,16,story,story,0.017,0.032,0.443,0.018,0.284,0.024,0.113,0.033,0.036
Anne Steelyard - The Garden of Emptiness 003_page_17,Anne Steelyard - The Garden of Emptiness 003,17,story,story,0.026,0.024,0.301,0.029,0.295,0.025,0.143,0.127,0.03
Anne Steelyard - The Garden of Emptiness 003_page_18,Anne Steelyard - The Garden of Emptiness 003,18,story,story,0.022,0.024,0.33,0.023,0.32,0.022,0.16,0.065,0.036
Anne Steelyard - The Garden of Emptiness 003_page_19,Anne Steelyard - The Garden of Emptiness 003,19,story,story,0.02,0.027,0.393,0.022,0.296,0.021,0.143,0.047,0.03
Anne Steelyard - The Garden of Emptiness 003_page_20,Anne Steelyard - The Garden of Emptiness 003,20,art,story,0.018,0.026,0.384,0.021,0.301,0.023,0.135,0.055,0.037
Anne Steelyard - The Garden of Emptiness 003_page_21,Anne Steelyard - The Garden of Emptiness 003,21,first-page,story,0.019,0.027,0.376,0.019,0.325,0.022,0.14,0.04,0.032
Anne Steelyard - The Garden of Emptiness 003_page_22,Anne Steelyard - The Garden of Emptiness 003,22,story,first-page,0.023,0.023,0.288,0.026,0.313,0.029,0.147,0.114,0.037
Anne Steelyard - The Garden of Emptiness 003_page_23,Anne Steelyard - The Garden of Emptiness 003,23,story,story,0.018,0.029,0.404,0.02,0.298,0.022,0.132,0.044,0.032
Anne Steelyard - The Garden of Emptiness 003_page_24,Anne Steelyard - The Garden of Emptiness 003,24,story,story,0.019,0.028,0.417,0.021,0.288,0.022,0.131,0.042,0.032
Anne Steelyard - The Garden of Emptiness 003_page_25,Anne Steelyard - The Garden of Emptiness 003,25,story,story,0.022,0.026,0.34,0.024,0.295,0.029,0.13,0.1,0.035
Anne Steelyard - The Garden of Emptiness 003_page_26,Anne Steelyard - The Garden of Emptiness 003,26,story,story,0.021,0.026,0.35,0.023,0.319,0.026,0.137,0.067,0.032
Anne Steelyard - The Garden of Emptiness 003_page_27,Anne Steelyard - The Garden of Emptiness 003,27,story,story,0.018,0.028,0.427,0.02,0.282,0.02,0.135,0.037,0.032
Anne Steelyard - The Garden of Emptiness 003_page_28,Anne Steelyard - The Garden of Emptiness 003,28,story,story,0.019,0.035,0.429,0.019,0.292,0.023,0.124,0.025,0.034
Anne Steelyard - The Garden of Emptiness 003_page_29,Anne Steelyard - The Garden of Emptiness 003,29,story,story,0.018,0.026,0.426,0.019,0.283,0.021,0.128,0.041,0.037
Anne Steelyard - The Garden of Emptiness 003_page_30,Anne Steelyard - The Garden of Emptiness 003,30,story,story,0.019,0.025,0.388,0.02,0.292,0.02,0.145,0.051,0.039
Anne Steelyard - The Garden of Emptiness 003_page_31,Anne Steelyard - The Garden of Emptiness 003,31,art,story,0.019,0.025,0.401,0.021,0.292,0.022,0.133,0.051,0.036
Anne Steelyard - The Garden of Emptiness 003_page_32,Anne Steelyard - The Garden of Emptiness 003,32,first-page,story,0.019,0.026,0.4,0.021,0.284,0.024,0.13,0.061,0.035
Anne Steelyard - The Garden of Emptiness 003_page_33,Anne Steelyard - The Garden of Emptiness 003,33,story,story,0.018,0.034,0.452,0.018,0.273,0.023,0.12,0.029,0.033
Anne Steelyard - The Garden of Emptiness 003_page_34,Anne Steelyard - The Garden of Emptiness 003,34,story,story,0.018,0.029,0.461,0.02,0.261,0.023,0.116,0.039,0.033
Anne Steelyard - The Garden of Emptiness 003_page_35,Anne Steelyard - The Garden of Emptiness 003,35,story,story,0.024,0.021,0.31,0.024,0.292,0.023,0.158,0.101,0.047
Anne Steelyard - The Garden of Emptiness 003_page_36,Anne Steelyard - The Garden of Emptiness 003,36,story,story,0.018,0.034,0.515,0.02,0.227,0.022,0.099,0.031,0.034
Anne Steelyard - The Garden of Emptiness 003_page_37,Anne Steelyard - The Garden of Emptiness 003,37,story,story,0.019,0.024,0.401,0.02,0.297,0.021,0.129,0.049,0.039
Anne Steelyard - The Garden of Emptiness 003_page_38,Anne Steelyard - The Garden of Emptiness 003,38,story,story,0.022,0.022,0.329,0.024,0.301,0.024,0.144,0.095,0.039
Anne Steelyard - The Garden of Emptiness 003_page_39,Anne Steelyard - The Garden of Emptiness 003,39,art,story,0.02,0.023,0.399,0.019,0.297,0.022,0.128,0.051,0.04
Anne Steelyard - The Garden of Emptiness 003_page_40,Anne Steelyard - The Garden of Emptiness 003,40,first-page,first-page,0.021,0.022,0.309,0.021,0.311,0.023,0.161,0.084,0.048
Anne Steelyard - The Garden of Emptiness 003_page_41,Anne Steelyard - The Garden of Emptiness 003,41,story,story,0.024,0.024,0.304,0.026,0.302,0.025,0.149,0.112,0.035
Anne Steelyard - The Garden of Emptiness 003_page_42,Anne Steelyard - The Garden of Emptiness 003,42,story,story,0.022,0.022,0.33,0.024,0.305,0.022,0.153,0.083,0.038
Anne Steelyard - The Garden of Emptiness 003_page_43,Anne Steelyard - The Garden of Emptiness 003,43,story,story,0.017,0.029,0.438,0.02,0.277,0.021,0.12,0.042,0.035
Anne Steelyard - The Garden of Emptiness 003_page_44,Anne Steelyard - The Garden of Emptiness 003,44,story,story,0.026,0.022,0.265,0.03,0.263,0.028,0.141,0.182,0.042
Anne Steelyard - The Garden of Emptiness 003_page_45,Anne Steelyard - The Garden of Emptiness 003,45,story,story,0.019,0.028,0.428,0.02,0.288,0.025,0.118,0.041,0.034
Anne Steelyard - The Garden of Emptiness 003_page_46,Anne Steelyard - The Garden of Emptiness 003,46,story,story,0.02,0.027,0.414,0.02,0.292,0.019,0.137,0.036,0.034
Anne Steelyard - The Garden of Emptiness 003_page_47,Anne Steelyard - The Garden of Emptiness 003,47,story,story,0.021,0.024,0.357,0.022,0.308,0.021,0.152,0.057,0.037
Anne Steelyard - The Garden of Emptiness 003_page_48,Anne Steelyard - The Garden of Emptiness 003,48,story,first-page,0.023,0.021,0.276,0.018,0.344,0.022,0.175,0.061,0.06
Anne Steelyard - The Garden of Emptiness 003_page_49,Anne Steelyard - The Garden of Emptiness 003,49,story,story,0.021,0.023,0.337,0.023,0.302,0.023,0.157,0.075,0.04
Anne Steelyard - The Garden of Emptiness 003_page_50,Anne Steelyard - The Garden of Emptiness 003,50,story,story,0.018,0.033,0.508,0.022,0.231,0.021,0.105,0.028,0.032
Anne Steelyard - The Garden of Emptiness 003_page_51,Anne Steelyard - The Garden of Emptiness 003,51,credits,story,0.023,0.024,0.351,0.025,0.285,0.021,0.157,0.077,0.037
Anne Steelyard - The Garden of Emptiness 003_page_52,Anne Steelyard - The Garden of Emptiness 003,52,first-page,story,0.019,0.027,0.424,0.021,0.281,0.02,0.133,0.04,0.034
Anne Steelyard - The Garden of Emptiness 003_page_53,Anne Steelyard - The Garden of Emptiness 003,53,story,first-page,0.026,0.022,0.26,0.028,0.296,0.026,0.17,0.132,0.04
Anne Steelyard - The Garden of Emptiness 003_page_54,Anne Steelyard - The Garden of Emptiness 003,54,story,first-page,0.027,0.021,0.259,0.026,0.282,0.025,0.172,0.138,0.05
Anne Steelyard - The Garden of Emptiness 003_page_55,Anne Steelyard - The Garden of Emptiness 003,55,story,story,0.025,0.023,0.285,0.031,0.275,0.028,0.138,0.16,0.034
Anne Steelyard - The Garden of Emptiness 003_page_56,Anne Steelyard - The Garden of Emptiness 003,56,story,story,0.024,0.022,0.317,0.024,0.311,0.022,0.162,0.078,0.041
Anne Steelyard - The Garden of Emptiness 003_page_57,Anne Steelyard - The Garden of Emptiness 003,57,story,story,0.021,0.024,0.357,0.022,0.313,0.021,0.15,0.055,0.037
Anne Steelyard - The Garden of Emptiness 003_page_58,Anne Steelyard - The Garden of Emptiness 003,58,story,story,0.019,0.024,0.352,0.021,0.32,0.023,0.147,0.057,0.038
Anne Steelyard - The Garden of Emptiness 003_page_59,Anne Steelyard - The Garden of Emptiness 003,59,story,story,0.019,0.026,0.414,0.022,0.284,0.022,0.127,0.052,0.034
Anne Steelyard - The Garden of Emptiness 003_page_60,Anne Steelyard - The Garden of Emptiness 003,60,art,story,0.018,0.03,0.452,0.02,0.267,0.021,0.124,0.034,0.034
Anne Steelyard - The Garden of Emptiness 003_page_61,Anne Steelyard - The Garden of Emptiness 003,61,first-page,story,0.02,0.025,0.392,0.022,0.286,0.02,0.149,0.05,0.036
Anne Steelyard - The Garden of Emptiness 003_page_62,Anne Steelyard - The Garden of Emptiness 003,62,story,story,0.02,0.024,0.363,0.023,0.287,0.023,0.145,0.076,0.041
Anne Steelyard - The Garden of Emptiness 003_page_63,Anne Steelyard - The Garden of Emptiness 003,63,story,story,0.02,0.023,0.386,0.023,0.288,0.022,0.137,0.064,0.038
Anne Steelyard - The Garden of Emptiness 003_page_64,Anne Steelyard - The Garden of Emptiness 003,64,story,story,0.02,0.026,0.408,0.023,0.273,0.024,0.123,0.069,0.035
Anne Steelyard - The Garden of Emptiness 003_page_65,Anne Steelyard - The Garden of Emptiness 003,65,art,story,0.025,0.02,0.283,0.026,0.278,0.028,0.141,0.152,0.047
Anne Steelyard - The Garden of Emptiness 003_page_66,Anne Steelyard - The Garden of Emptiness 003,66,first-page,story,0.02,0.025,0.365,0.022,0.301,0.022,0.147,0.062,0.036
Anne Steelyard - The Garden of Emptiness 003_page_67,Anne Steelyard - The Garden of Emptiness 003,67,story,story,0.022,0.024,0.342,0.025,0.298,0.024,0.149,0.082,0.034
Anne Steelyard - The Garden of Emptiness 003_page_68,Anne Steelyard - The Garden of Emptiness 003,68,story,story,0.021,0.022,0.336,0.021,0.306,0.022,0.152,0.071,0.049
Anne Steelyard - The Garden of Emptiness 003_page_69,Anne Steelyard - The Garden of Emptiness 003,69,story,story,0.021,0.023,0.339,0.024,0.295,0.025,0.152,0.083,0.037
Anne Steelyard - The Garden of Emptiness 003_page_70,Anne Steelyard - The Garden of Emptiness 003,70,art,first-page,0.021,0.028,0.331,0.017,0.338,0.021,0.164,0.033,0.049
Anne Steelyard - The Garden of Emptiness 003_page_71,Anne Steelyard - The Garden of Emptiness 003,71,first-page,story,0.018,0.026,0.356,0.017,0.334,0.022,0.142,0.04,0.043
Anne Steelyard - The Garden of Emptiness 003_page_72,Anne Steelyard - The Garden of Emptiness 003,72,story,first-page,0.02,0.023,0.324,0.017,0.343,0.023,0.146,0.053,0.051
Anne Steelyard - The Garden of Emptiness 003_page_73,Anne Steelyard - The Garden of Emptiness 003,73,story,first-page,0.017,0.034,0.25,0.015,0.397,0.019,0.182,0.033,0.052
Anne Steelyard - The Garden of Emptiness 003_page_74,Anne Steelyard - The Garden of Emptiness 003,74,story,story,0.022,0.027,0.344,0.025,0.304,0.027,0.144,0.079,0.03
Anne Steelyard - The Garden of Emptiness 003_page_75,Anne Steelyard - The Garden of Emptiness 003,75,credits,first-page,0.024,0.024,0.252,0.023,0.334,0.028,0.183,0.095,0.036
Anne Steelyard - The Garden of Emptiness 003_page_76,Anne Steelyard - The Garden of Emptiness 003,76,art,story,0.02,0.027,0.396,0.021,0.306,0.023,0.134,0.043,0.031
