identifier,book_id,page_number,ground_truth_label,predicted_label,prob_advertisement,prob_cover,prob_story,prob_textstory,prob_first-page,prob_credits,prob_art,prob_text,prob_back_cover
Anne Steelyard - The Garden of Emptiness 003_page_11,Anne Steelyard - The Garden of Emptiness 003,11,advertisement,story,0.157,0.025,0.514,0.026,0.032,0.037,0.015,0.162,0.032
Anne Steelyard - The Garden of Emptiness 003_page_12,Anne Steelyard - The Garden of Emptiness 003,12,story,story,0.121,0.026,0.679,0.02,0.024,0.028,0.013,0.061,0.027
Anne Steelyard - The Garden of Emptiness 003_page_13,Anne Steelyard - The Garden of Emptiness 003,13,story,story,0.144,0.025,0.616,0.022,0.027,0.032,0.013,0.093,0.029
Anne Steelyard - The Garden of Emptiness 003_page_14,Anne Steelyard - The Garden of Emptiness 003,14,story,story,0.174,0.023,0.463,0.027,0.031,0.04,0.014,0.188,0.039
Anne Steelyard - The Garden of Emptiness 003_page_15,Anne Steelyard - The Garden of Emptiness 003,15,story,story,0.166,0.024,0.469,0.027,0.031,0.035,0.015,0.196,0.037
Anne Steelyard - The Garden of Emptiness 003_page_16,Anne Steelyard - The Garden of Emptiness 003,16,story,story,0.114,0.027,0.7,0.019,0.023,0.027,0.013,0.051,0.026
Anne Steelyard - The Garden of Emptiness 003_page_17,Anne Steelyard - The Garden of Emptiness 003,17,story,story,0.172,0.024,0.358,0.028,0.036,0.037,0.016,0.292,0.036
Anne Steelyard - The Garden of Emptiness 003_page_18,Anne Steelyard - The Garden of Emptiness 003,18,story,story,0.195,0.023,0.489,0.026,0.03,0.036,0.014,0.151,0.036
Anne Steelyard - The Garden of Emptiness 003_page_19,Anne Steelyard - The Garden of Emptiness 003,19,story,story,0.163,0.024,0.583,0.023,0.027,0.03,0.014,0.105,0.031
Anne Steelyard - The Garden of Emptiness 003_page_20,Anne Steelyard - The Garden of Emptiness 003,20,advertisement,story,0.137,0.026,0.558,0.024,0.029,0.031,0.016,0.144,0.034
Anne Steelyard - The Garden of Emptiness 003_page_21,Anne Steelyard - The Garden of Emptiness 003,21,story,story,0.154,0.025,0.611,0.021,0.025,0.031,0.013,0.091,0.028
Anne Steelyard - The Garden of Emptiness 003_page_22,Anne Steelyard - The Garden of Emptiness 003,22,story,story,0.175,0.022,0.334,0.029,0.035,0.047,0.016,0.302,0.039
Anne Steelyard - The Garden of Emptiness 003_page_23,Anne Steelyard - The Garden of Emptiness 003,23,story,story,0.15,0.025,0.581,0.023,0.029,0.029,0.014,0.119,0.03
Anne Steelyard - The Garden of Emptiness 003_page_24,Anne Steelyard - The Garden of Emptiness 003,24,story,story,0.13,0.026,0.644,0.022,0.026,0.027,0.014,0.083,0.029
Anne Steelyard - The Garden of Emptiness 003_page_25,Anne Steelyard - The Garden of Emptiness 003,25,story,story,0.154,0.025,0.357,0.028,0.036,0.047,0.018,0.301,0.035
Anne Steelyard - The Garden of Emptiness 003_page_26,Anne Steelyard - The Garden of Emptiness 003,26,story,story,0.166,0.026,0.416,0.029,0.033,0.043,0.016,0.237,0.034
Anne Steelyard - The Garden of Emptiness 003_page_27,Anne Steelyard - The Garden of Emptiness 003,27,story,story,0.171,0.025,0.632,0.02,0.024,0.027,0.013,0.064,0.025
Anne Steelyard - The Garden of Emptiness 003_page_28,Anne Steelyard - The Garden of Emptiness 003,28,story,story,0.125,0.031,0.713,0.018,0.021,0.029,0.014,0.027,0.021
Anne Steelyard - The Garden of Emptiness 003_page_29,Anne Steelyard - The Garden of Emptiness 003,29,story,story,0.126,0.025,0.68,0.02,0.023,0.028,0.013,0.059,0.027
Anne Steelyard - The Garden of Emptiness 003_page_30,Anne Steelyard - The Garden of Emptiness 003,30,story,story,0.163,0.024,0.594,0.023,0.025,0.026,0.014,0.099,0.031
Anne Steelyard - The Garden of Emptiness 003_page_31,Anne Steelyard - The Garden of Emptiness 003,31,advertisement,story,0.147,0.025,0.61,0.022,0.027,0.033,0.014,0.092,0.03
Anne Steelyard - The Garden of Emptiness 003_page_32,Anne Steelyard - The Garden of Emptiness 003,32,story,story,0.112,0.028,0.594,0.025,0.029,0.033,0.016,0.13,0.033
Anne Steelyard - The Garden of Emptiness 003_page_33,Anne Steelyard - The Garden of Emptiness 003,33,story,story,0.104,0.029,0.729,0.018,0.021,0.028,0.013,0.035,0.022
Anne Steelyard - The Garden of Emptiness 003_page_34,Anne Steelyard - The Garden of Emptiness 003,34,story,story,0.103,0.027,0.699,0.02,0.024,0.029,0.013,0.057,0.027
Anne Steelyard - The Garden of Emptiness 003_page_35,Anne Steelyard - The Garden of Emptiness 003,35,story,story,0.17,0.024,0.508,0.025,0.029,0.033,0.015,0.159,0.037
Anne Steelyard - The Garden of Emptiness 003_page_36,Anne Steelyard - The Garden of Emptiness 003,36,story,story,0.076,0.034,0.743,0.02,0.023,0.023,0.015,0.041,0.025
Anne Steelyard - The Garden of Emptiness 003_page_37,Anne Steelyard - The Garden of Emptiness 003,37,story,story,0.132,0.026,0.598,0.024,0.028,0.03,0.014,0.112,0.035
Anne Steelyard - The Garden of Emptiness 003_page_38,Anne Steelyard - The Garden of Emptiness 003,38,story,story,0.145,0.026,0.484,0.028,0.033,0.037,0.016,0.194,0.038
Anne Steelyard - The Garden of Emptiness 003_page_39,Anne Steelyard - The Garden of Emptiness 003,39,advertisement,story,0.133,0.025,0.647,0.021,0.025,0.032,0.013,0.073,0.03
Anne Steelyard - The Garden of Emptiness 003_page_40,Anne Steelyard - The Garden of Emptiness 003,40,story,story,0.195,0.022,0.524,0.024,0.028,0.031,0.014,0.129,0.033
Anne Steelyard - The Garden of Emptiness 003_page_41,Anne Steelyard - The Garden of Emptiness 003,41,story,story,0.16,0.024,0.37,0.028,0.035,0.038,0.017,0.291,0.037
Anne Steelyard - The Garden of Emptiness 003_page_42,Anne Steelyard - The Garden of Emptiness 003,42,story,story,0.189,0.024,0.478,0.026,0.031,0.032,0.015,0.17,0.035
Anne Steelyard - The Garden of Emptiness 003_page_43,Anne Steelyard - The Garden of Emptiness 003,43,story,story,0.103,0.029,0.664,0.022,0.027,0.027,0.014,0.084,0.031
Anne Steelyard - The Garden of Emptiness 003_page_44,Anne Steelyard - The Garden of Emptiness 003,44,story,text,0.136,0.024,0.278,0.033,0.036,0.038,0.019,0.398,0.038
Anne Steelyard - The Garden of Emptiness 003_page_45,Anne Steelyard - The Garden of Emptiness 003,45,story,story,0.116,0.027,0.623,0.023,0.028,0.039,0.014,0.099,0.031
Anne Steelyard - The Garden of Emptiness 003_page_46,Anne Steelyard - The Garden of Emptiness 003,46,story,story,0.132,0.025,0.689,0.019,0.021,0.025,0.012,0.05,0.027
Anne Steelyard - The Garden of Emptiness 003_page_47,Anne Steelyard - The Garden of Emptiness 003,47,story,story,0.167,0.024,0.577,0.023,0.028,0.031,0.014,0.104,0.032
Anne Steelyard - The Garden of Emptiness 003_page_48,Anne Steelyard - The Garden of Emptiness 003,48,story,story,0.247,0.021,0.54,0.021,0.023,0.034,0.013,0.071,0.03
Anne Steelyard - The Garden of Emptiness 003_page_49,Anne Steelyard - The Garden of Emptiness 003,49,story,story,0.182,0.023,0.536,0.024,0.028,0.036,0.014,0.124,0.034
Anne Steelyard - The Garden of Emptiness 003_page_50,Anne Steelyard - The Garden of Emptiness 003,50,story,story,0.079,0.036,0.749,0.02,0.023,0.025,0.015,0.03,0.022
Anne Steelyard - The Garden of Emptiness 003_page_51,Anne Steelyard - The Garden of Emptiness 003,51,credits,story,0.173,0.024,0.501,0.026,0.031,0.03,0.015,0.165,0.035
Anne Steelyard - The Garden of Emptiness 003_page_52,Anne Steelyard - The Garden of Emptiness 003,52,story,story,0.115,0.026,0.685,0.02,0.024,0.025,0.014,0.063,0.028
Anne Steelyard - The Garden of Emptiness 003_page_53,Anne Steelyard - The Garden of Emptiness 003,53,story,story,0.214,0.022,0.346,0.03,0.033,0.04,0.016,0.262,0.037
Anne Steelyard - The Garden of Emptiness 003_page_54,Anne Steelyard - The Garden of Emptiness 003,54,story,story,0.198,0.022,0.363,0.03,0.034,0.034,0.016,0.264,0.039
Anne Steelyard - The Garden of Emptiness 003_page_55,Anne Steelyard - The Garden of Emptiness 003,55,story,story,0.145,0.025,0.336,0.032,0.036,0.04,0.017,0.331,0.038
Anne Steelyard - The Garden of Emptiness 003_page_56,Anne Steelyard - The Garden of Emptiness 003,56,story,story,0.224,0.022,0.469,0.025,0.03,0.033,0.014,0.147,0.036
Anne Steelyard - The Garden of Emptiness 003_page_57,Anne Steelyard - The Garden of Emptiness 003,57,story,story,0.165,0.024,0.587,0.022,0.026,0.034,0.013,0.097,0.032
Anne Steelyard - The Garden of Emptiness 003_page_58,Anne Steelyard - The Garden of Emptiness 003,58,story,story,0.173,0.024,0.521,0.024,0.029,0.038,0.014,0.141,0.035
Anne Steelyard - The Garden of Emptiness 003_page_59,Anne Steelyard - The Garden of Emptiness 003,59,story,story,0.113,0.027,0.639,0.023,0.028,0.032,0.015,0.093,0.031
Anne Steelyard - The Garden of Emptiness 003_page_60,Anne Steelyard - The Garden of Emptiness 003,60,advertisement,story,0.118,0.026,0.701,0.019,0.023,0.025,0.013,0.05,0.025
Anne Steelyard - The Garden of Emptiness 003_page_61,Anne Steelyard - The Garden of Emptiness 003,61,story,story,0.148,0.025,0.626,0.022,0.026,0.027,0.013,0.083,0.029
Anne Steelyard - The Garden of Emptiness 003_page_62,Anne Steelyard - The Garden of Emptiness 003,62,story,story,0.162,0.025,0.505,0.027,0.031,0.032,0.015,0.167,0.035
Anne Steelyard - The Garden of Emptiness 003_page_63,Anne Steelyard - The Garden of Emptiness 003,63,story,story,0.152,0.025,0.544,0.025,0.03,0.033,0.014,0.141,0.036
Anne Steelyard - The Garden of Emptiness 003_page_64,Anne Steelyard - The Garden of Emptiness 003,64,story,story,0.134,0.027,0.51,0.027,0.034,0.033,0.017,0.183,0.035
Anne Steelyard - The Garden of Emptiness 003_page_65,Anne Steelyard - The Garden of Emptiness 003,65,advertisement,story,0.164,0.023,0.41,0.029,0.033,0.041,0.016,0.244,0.04
Anne Steelyard - The Garden of Emptiness 003_page_66,Anne Steelyard - The Garden of Emptiness 003,66,story,story,0.159,0.024,0.586,0.022,0.028,0.029,0.014,0.107,0.032
Anne Steelyard - The Garden of Emptiness 003_page_67,Anne Steelyard - The Garden of Emptiness 003,67,story,story,0.172,0.024,0.461,0.027,0.031,0.036,0.016,0.196,0.037
Anne Steelyard - The Garden of Emptiness 003_page_68,Anne Steelyard - The Garden of Emptiness 003,68,story,story,0.158,0.024,0.605,0.022,0.027,0.03,0.013,0.089,0.032
Anne Steelyard - The Garden of Emptiness 003_page_69,Anne Steelyard - The Garden of Emptiness 003,69,story,story,0.168,0.023,0.504,0.026,0.031,0.038,0.015,0.16,0.036
Anne Steelyard - The Garden of Emptiness 003_page_70,Anne Steelyard - The Garden of Emptiness 003,70,advertisement,story,0.284,0.026,0.552,0.018,0.021,0.033,0.014,0.03,0.022
Anne Steelyard - The Garden of Emptiness 003_page_71,Anne Steelyard - The Garden of Emptiness 003,71,story,story,0.182,0.023,0.617,0.02,0.023,0.033,0.012,0.062,0.027
Anne Steelyard - The Garden of Emptiness 003_page_72,Anne Steelyard - The Garden of Emptiness 003,72,story,story,0.187,0.023,0.596,0.02,0.024,0.035,0.013,0.073,0.029
Anne Steelyard - The Garden of Emptiness 003_page_73,Anne Steelyard - The Garden of Emptiness 003,73,story,advertisement,0.457,0.029,0.362,0.019,0.02,0.024,0.013,0.052,0.023
Anne Steelyard - The Garden of Emptiness 003_page_74,Anne Steelyard - The Garden of Emptiness 003,74,story,story,0.144,0.026,0.515,0.026,0.031,0.039,0.016,0.169,0.034
Anne Steelyard - The Garden of Emptiness 003_page_75,Anne Steelyard - The Garden of Emptiness 003,75,credits,story,0.243,0.02,0.309,0.028,0.028,0.055,0.017,0.263,0.035
Anne Steelyard - The Garden of Emptiness 003_page_76,Anne Steelyard - The Garden of Emptiness 003,76,advertisement,story,0.129,0.026,0.669,0.02,0.023,0.031,0.013,0.063,0.027
Anne Steelyard - The Garden of Emptiness 003_page_77,Anne Steelyard - The Garden of Emptiness 003,77,story,story,0.108,0.028,0.721,0.018,0.021,0.033,0.013,0.033,0.024
Anne Steelyard - The Garden of Emptiness 003_page_78,Anne Steelyard - The Garden of Emptiness 003,78,advertisement,story,0.163,0.024,0.614,0.02,0.025,0.029,0.013,0.082,0.03
Anne Steelyard - The Garden of Emptiness 003_page_79,Anne Steelyard - The Garden of Emptiness 003,79,advertisement,story,0.164,0.024,0.577,0.023,0.026,0.037,0.014,0.104,0.032
Anne Steelyard - The Garden of Emptiness 003_page_80,Anne Steelyard - The Garden of Emptiness 003,80,story,story,0.211,0.021,0.318,0.029,0.03,0.05,0.017,0.288,0.036
Anne Steelyard - The Garden of Emptiness 003_page_81,Anne Steelyard - The Garden of Emptiness 003,81,story,text,0.199,0.02,0.28,0.029,0.031,0.044,0.017,0.343,0.037
Anne Steelyard - The Garden of Emptiness 003_page_82,Anne Steelyard - The Garden of Emptiness 003,82,story,story,0.131,0.026,0.672,0.02,0.023,0.031,0.014,0.057,0.027
Anne Steelyard - The Garden of Emptiness 003_page_83,Anne Steelyard - The Garden of Emptiness 003,83,story,text,0.15,0.022,0.238,0.033,0.034,0.045,0.018,0.426,0.035
Anne Steelyard - The Garden of Emptiness 003_page_84,Anne Steelyard - The Garden of Emptiness 003,84,story,text,0.056,0.017,0.031,0.024,0.024,0.086,0.019,0.725,0.018
Anne Steelyard - The Garden of Emptiness 003_page_85,Anne Steelyard - The Garden of Emptiness 003,85,advertisement,advertisement,0.755,0.017,0.046,0.017,0.021,0.026,0.014,0.084,0.02
Anne Steelyard - The Garden of Emptiness 003_page_86,Anne Steelyard - The Garden of Emptiness 003,86,advertisement,advertisement,0.695,0.023,0.163,0.015,0.017,0.03,0.013,0.025,0.019
Anne Steelyard - The Garden of Emptiness 003_page_87,Anne Steelyard - The Garden of Emptiness 003,87,advertisement,advertisement,0.48,0.018,0.038,0.03,0.032,0.042,0.022,0.311,0.026
Anne Steelyard - The Garden of Emptiness 003_page_88,Anne Steelyard - The Garden of Emptiness 003,88,advertisement,text,0.381,0.018,0.042,0.032,0.032,0.041,0.022,0.406,0.027
Anne Steelyard - The Garden of Emptiness 003_page_89,Anne Steelyard - The Garden of Emptiness 003,89,advertisement,text,0.101,0.022,0.033,0.025,0.024,0.132,0.021,0.619,0.023
Robert E Howard s Savage Sword 2_page_0,Robert E Howard s Savage Sword 2,0,cover,cover,0.06,0.783,0.016,0.012,0.012,0.069,0.02,0.013,0.015
Robert E Howard s Savage Sword 2_page_1,Robert E Howard s Savage Sword 2,1,cover,credits,0.045,0.071,0.018,0.014,0.015,0.752,0.015,0.051,0.018
Robert E Howard s Savage Sword 2_page_2,Robert E Howard s Savage Sword 2,2,credits,credits,0.066,0.027,0.043,0.023,0.021,0.502,0.02,0.273,0.026
Robert E Howard s Savage Sword 2_page_3,Robert E Howard s Savage Sword 2,3,advertisement,text,0.052,0.019,0.033,0.026,0.026,0.147,0.02,0.655,0.022
Robert E Howard s Savage Sword 2_page_4,Robert E Howard s Savage Sword 2,4,story,credits,0.11,0.027,0.043,0.024,0.024,0.408,0.022,0.315,0.026
Robert E Howard s Savage Sword 2_page_5,Robert E Howard s Savage Sword 2,5,story,story,0.114,0.034,0.642,0.019,0.026,0.052,0.016,0.072,0.025
Robert E Howard s Savage Sword 2_page_6,Robert E Howard s Savage Sword 2,6,story,story,0.056,0.046,0.743,0.02,0.024,0.029,0.018,0.04,0.024
Robert E Howard s Savage Sword 2_page_7,Robert E Howard s Savage Sword 2,7,story,story,0.063,0.037,0.743,0.02,0.024,0.026,0.015,0.046,0.025
Robert E Howard s Savage Sword 2_page_8,Robert E Howard s Savage Sword 2,8,story,story,0.076,0.036,0.624,0.024,0.032,0.038,0.018,0.121,0.033
Robert E Howard s Savage Sword 2_page_9,Robert E Howard s Savage Sword 2,9,story,story,0.082,0.037,0.563,0.026,0.035,0.036,0.019,0.168,0.034
Robert E Howard s Savage Sword 2_page_10,Robert E Howard s Savage Sword 2,10,story,story,0.062,0.037,0.727,0.02,0.025,0.027,0.016,0.057,0.029
Robert E Howard s Savage Sword 2_page_11,Robert E Howard s Savage Sword 2,11,story,story,0.063,0.04,0.751,0.019,0.023,0.025,0.016,0.038,0.024
Robert E Howard s Savage Sword 2_page_12,Robert E Howard s Savage Sword 2,12,story,story,0.064,0.038,0.737,0.02,0.025,0.025,0.016,0.05,0.024
Robert E Howard s Savage Sword 2_page_13,Robert E Howard s Savage Sword 2,13,advertisement,advertisement,0.645,0.061,0.095,0.016,0.021,0.113,0.015,0.018,0.017
Robert E Howard s Savage Sword 2_page_14,Robert E Howard s Savage Sword 2,14,story,story,0.235,0.036,0.435,0.02,0.024,0.154,0.015,0.053,0.028
Robert E Howard s Savage Sword 2_page_15,Robert E Howard s Savage Sword 2,15,story,story,0.079,0.033,0.752,0.018,0.022,0.027,0.014,0.032,0.023
Robert E Howard s Savage Sword 2_page_16,Robert E Howard s Savage Sword 2,16,story,story,0.073,0.035,0.75,0.019,0.022,0.031,0.014,0.032,0.024
Robert E Howard s Savage Sword 2_page_17,Robert E Howard s Savage Sword 2,17,story,story,0.082,0.031,0.723,0.02,0.023,0.031,0.014,0.051,0.026
Robert E Howard s Savage Sword 2_page_18,Robert E Howard s Savage Sword 2,18,story,story,0.071,0.038,0.752,0.02,0.022,0.03,0.015,0.03,0.023
Robert E Howard s Savage Sword 2_page_19,Robert E Howard s Savage Sword 2,19,story,story,0.062,0.037,0.749,0.02,0.023,0.026,0.016,0.042,0.025
Robert E Howard s Savage Sword 2_page_20,Robert E Howard s Savage Sword 2,20,story,story,0.068,0.04,0.752,0.021,0.022,0.03,0.016,0.029,0.022
Robert E Howard s Savage Sword 2_page_21,Robert E Howard s Savage Sword 2,21,story,story,0.106,0.028,0.559,0.026,0.032,0.032,0.017,0.165,0.035
Robert E Howard s Savage Sword 2_page_22,Robert E Howard s Savage Sword 2,22,story,story,0.276,0.022,0.515,0.02,0.024,0.045,0.014,0.059,0.025
Robert E Howard s Savage Sword 2_page_23,Robert E Howard s Savage Sword 2,23,story,text,0.146,0.024,0.233,0.029,0.032,0.218,0.018,0.261,0.038
Robert E Howard s Savage Sword 2_page_24,Robert E Howard s Savage Sword 2,24,story,story,0.062,0.039,0.745,0.02,0.023,0.033,0.016,0.036,0.026
Robert E Howard s Savage Sword 2_page_25,Robert E Howard s Savage Sword 2,25,story,story,0.071,0.033,0.74,0.02,0.023,0.027,0.015,0.043,0.026
Robert E Howard s Savage Sword 2_page_26,Robert E Howard s Savage Sword 2,26,story,story,0.073,0.033,0.739,0.019,0.022,0.031,0.014,0.04,0.027
Robert E Howard s Savage Sword 2_page_27,Robert E Howard s Savage Sword 2,27,story,story,0.068,0.036,0.754,0.02,0.022,0.025,0.016,0.034,0.025
Robert E Howard s Savage Sword 2_page_28,Robert E Howard s Savage Sword 2,28,story,story,0.073,0.033,0.743,0.02,0.023,0.026,0.014,0.042,0.026
Robert E Howard s Savage Sword 2_page_29,Robert E Howard s Savage Sword 2,29,story,story,0.074,0.034,0.75,0.019,0.022,0.027,0.014,0.034,0.025
Robert E Howard s Savage Sword 2_page_30,Robert E Howard s Savage Sword 2,30,story,story,0.075,0.034,0.753,0.02,0.022,0.025,0.015,0.031,0.025
Robert E Howard s Savage Sword 2_page_31,Robert E Howard s Savage Sword 2,31,story,story,0.277,0.022,0.412,0.023,0.028,0.058,0.016,0.136,0.029
Robert E Howard s Savage Sword 2_page_32,Robert E Howard s Savage Sword 2,32,story,story,0.136,0.03,0.526,0.025,0.034,0.051,0.016,0.152,0.03
Robert E Howard s Savage Sword 2_page_33,Robert E Howard s Savage Sword 2,33,story,text,0.143,0.025,0.268,0.029,0.038,0.083,0.019,0.362,0.033
Robert E Howard s Savage Sword 2_page_34,Robert E Howard s Savage Sword 2,34,story,text,0.1,0.031,0.308,0.032,0.041,0.067,0.02,0.367,0.035
Robert E Howard s Savage Sword 2_page_35,Robert E Howard s Savage Sword 2,35,story,story,0.148,0.026,0.389,0.028,0.034,0.058,0.018,0.265,0.035
Robert E Howard s Savage Sword 2_page_36,Robert E Howard s Savage Sword 2,36,story,text,0.055,0.021,0.06,0.025,0.031,0.089,0.018,0.679,0.023
Robert E Howard s Savage Sword 2_page_37,Robert E Howard s Savage Sword 2,37,story,cover,0.215,0.471,0.147,0.026,0.021,0.042,0.033,0.019,0.025
Robert E Howard s Savage Sword 2_page_38,Robert E Howard s Savage Sword 2,38,story,story,0.211,0.061,0.477,0.022,0.025,0.133,0.021,0.027,0.025
Robert E Howard s Savage Sword 2_page_39,Robert E Howard s Savage Sword 2,39,story,story,0.108,0.081,0.652,0.024,0.023,0.043,0.024,0.021,0.023
Robert E Howard s Savage Sword 2_page_40,Robert E Howard s Savage Sword 2,40,story,story,0.062,0.037,0.726,0.02,0.025,0.031,0.016,0.057,0.027
Robert E Howard s Savage Sword 2_page_41,Robert E Howard s Savage Sword 2,41,story,story,0.062,0.04,0.754,0.019,0.022,0.029,0.017,0.034,0.024
Robert E Howard s Savage Sword 2_page_42,Robert E Howard s Savage Sword 2,42,story,story,0.078,0.032,0.734,0.019,0.023,0.031,0.014,0.045,0.025
Robert E Howard s Savage Sword 2_page_43,Robert E Howard s Savage Sword 2,43,story,story,0.066,0.036,0.738,0.019,0.023,0.032,0.015,0.045,0.027
Robert E Howard s Savage Sword 2_page_44,Robert E Howard s Savage Sword 2,44,story,story,0.067,0.034,0.74,0.019,0.023,0.027,0.015,0.048,0.026
Robert E Howard s Savage Sword 2_page_45,Robert E Howard s Savage Sword 2,45,story,story,0.063,0.047,0.744,0.019,0.022,0.034,0.018,0.03,0.023
Robert E Howard s Savage Sword 2_page_46,Robert E Howard s Savage Sword 2,46,story,story,0.086,0.032,0.744,0.018,0.022,0.025,0.015,0.034,0.024
Robert E Howard s Savage Sword 2_page_47,Robert E Howard s Savage Sword 2,47,story,story,0.057,0.04,0.75,0.02,0.023,0.029,0.017,0.039,0.026
Robert E Howard s Savage Sword 2_page_48,Robert E Howard s Savage Sword 2,48,story,story,0.073,0.035,0.731,0.019,0.023,0.032,0.015,0.046,0.025
Robert E Howard s Savage Sword 2_page_49,Robert E Howard s Savage Sword 2,49,story,story,0.075,0.032,0.73,0.02,0.023,0.029,0.016,0.051,0.025
Robert E Howard s Savage Sword 2_page_50,Robert E Howard s Savage Sword 2,50,story,story,0.065,0.036,0.74,0.02,0.023,0.026,0.016,0.049,0.025
Robert E Howard s Savage Sword 2_page_51,Robert E Howard s Savage Sword 2,51,story,story,0.077,0.031,0.694,0.021,0.026,0.039,0.015,0.068,0.029
Robert E Howard s Savage Sword 2_page_52,Robert E Howard s Savage Sword 2,52,story,story,0.056,0.041,0.753,0.02,0.023,0.032,0.016,0.034,0.025
Robert E Howard s Savage Sword 2_page_53,Robert E Howard s Savage Sword 2,53,story,story,0.089,0.03,0.727,0.019,0.021,0.027,0.014,0.047,0.026
Robert E Howard s Savage Sword 2_page_54,Robert E Howard s Savage Sword 2,54,story,story,0.081,0.032,0.739,0.019,0.021,0.03,0.014,0.039,0.026
Robert E Howard s Savage Sword 2_page_55,Robert E Howard s Savage Sword 2,55,story,story,0.083,0.035,0.746,0.019,0.022,0.027,0.015,0.031,0.023
Robert E Howard s Savage Sword 2_page_56,Robert E Howard s Savage Sword 2,56,story,story,0.111,0.026,0.688,0.02,0.023,0.026,0.014,0.064,0.028
Robert E Howard s Savage Sword 2_page_57,Robert E Howard s Savage Sword 2,57,story,story,0.073,0.034,0.739,0.02,0.023,0.024,0.016,0.045,0.025
Robert E Howard s Savage Sword 2_page_58,Robert E Howard s Savage Sword 2,58,story,story,0.115,0.041,0.686,0.018,0.023,0.045,0.015,0.036,0.021
Robert E Howard s Savage Sword 2_page_59,Robert E Howard s Savage Sword 2,59,story,story,0.091,0.03,0.71,0.02,0.023,0.028,0.014,0.058,0.027
Robert E Howard s Savage Sword 2_page_60,Robert E Howard s Savage Sword 2,60,story,story,0.072,0.036,0.741,0.018,0.023,0.027,0.015,0.043,0.025
Robert E Howard s Savage Sword 2_page_61,Robert E Howard s Savage Sword 2,61,story,story,0.065,0.043,0.753,0.019,0.022,0.028,0.017,0.03,0.024
Robert E Howard s Savage Sword 2_page_62,Robert E Howard s Savage Sword 2,62,story,story,0.066,0.057,0.733,0.021,0.023,0.03,0.021,0.026,0.023
Robert E Howard s Savage Sword 2_page_63,Robert E Howard s Savage Sword 2,63,story,story,0.075,0.035,0.742,0.019,0.022,0.027,0.015,0.041,0.024
Robert E Howard s Savage Sword 2_page_64,Robert E Howard s Savage Sword 2,64,story,story,0.059,0.048,0.752,0.02,0.023,0.028,0.018,0.03,0.023
Robert E Howard s Savage Sword 2_page_65,Robert E Howard s Savage Sword 2,65,story,story,0.065,0.039,0.753,0.02,0.023,0.026,0.016,0.035,0.024
Robert E Howard s Savage Sword 2_page_66,Robert E Howard s Savage Sword 2,66,story,story,0.151,0.028,0.683,0.019,0.021,0.033,0.015,0.029,0.021
Robert E Howard s Savage Sword 2_page_67,Robert E Howard s Savage Sword 2,67,advertisement,text,0.074,0.015,0.028,0.028,0.027,0.062,0.02,0.728,0.019
Robert E Howard s Savage Sword 2_page_68,Robert E Howard s Savage Sword 2,68,advertisement,advertisement,0.534,0.209,0.108,0.021,0.018,0.047,0.025,0.017,0.022
Robert E Howard s Savage Sword 2_page_69,Robert E Howard s Savage Sword 2,69,advertisement,advertisement,0.813,0.022,0.042,0.012,0.017,0.023,0.011,0.042,0.017
2000_ad_prog_2283.PRG2283D_page_0,2000_ad_prog_2283.PRG2283D,0,cover,cover,0.105,0.737,0.023,0.014,0.015,0.054,0.023,0.013,0.016
2000_ad_prog_2283.PRG2283D_page_1,2000_ad_prog_2283.PRG2283D,1,credits,advertisement,0.517,0.02,0.053,0.025,0.025,0.145,0.02,0.169,0.026
2000_ad_prog_2283.PRG2283D_page_2,2000_ad_prog_2283.PRG2283D,2,story,story,0.162,0.032,0.624,0.019,0.021,0.072,0.014,0.031,0.025
2000_ad_prog_2283.PRG2283D_page_3,2000_ad_prog_2283.PRG2283D,3,story,story,0.132,0.034,0.688,0.019,0.02,0.045,0.015,0.024,0.023
2000_ad_prog_2283.PRG2283D_page_4,2000_ad_prog_2283.PRG2283D,4,story,story,0.13,0.033,0.689,0.02,0.022,0.045,0.015,0.025,0.022
2000_ad_prog_2283.PRG2283D_page_5,2000_ad_prog_2283.PRG2283D,5,story,story,0.142,0.025,0.683,0.019,0.022,0.034,0.012,0.04,0.024
2000_ad_prog_2283.PRG2283D_page_6,2000_ad_prog_2283.PRG2283D,6,story,story,0.106,0.039,0.711,0.021,0.022,0.041,0.016,0.022,0.022
2000_ad_prog_2283.PRG2283D_page_7,2000_ad_prog_2283.PRG2283D,7,story,story,0.136,0.036,0.676,0.02,0.021,0.05,0.016,0.023,0.022
2000_ad_prog_2283.PRG2283D_page_8,2000_ad_prog_2283.PRG2283D,8,advertisement,advertisement,0.824,0.025,0.035,0.013,0.018,0.027,0.011,0.03,0.016
2000_ad_prog_2283.PRG2283D_page_9,2000_ad_prog_2283.PRG2283D,9,story,story,0.395,0.023,0.395,0.018,0.022,0.056,0.014,0.053,0.024
2000_ad_prog_2283.PRG2283D_page_10,2000_ad_prog_2283.PRG2283D,10,story,story,0.208,0.022,0.611,0.02,0.021,0.038,0.012,0.043,0.026
2000_ad_prog_2283.PRG2283D_page_11,2000_ad_prog_2283.PRG2283D,11,story,story,0.17,0.024,0.631,0.02,0.022,0.051,0.013,0.043,0.027
2000_ad_prog_2283.PRG2283D_page_12,2000_ad_prog_2283.PRG2283D,12,story,story,0.084,0.039,0.737,0.02,0.023,0.034,0.016,0.024,0.023
